Country,Fatal (Y/N)
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH AFRICA,Y
SOUTH ATLANTIC OCEAN,Y
SOUTH ATLANTIC OCEAN,Y
SOUTH ATLANTIC OCEAN,Y
SOUTH ATLANTIC OCEAN,Y
SOUTH KOREA,Y
SOUTH KOREA,Y
SOUTH KOREA,Y
SOUTH KOREA,Y
SOUTH KOREA,Y
SOUTH KOREA,Y
SOUTH PACIFIC OCEAN,Y
SOUTH PACIFIC OCEAN,Y
SOUTHWEST PACIFIC OCEAN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SPAIN,Y
SRI LANKA,Y
SRI LANKA,Y
SRI LANKA,Y
SUDAN,Y
SYRIA,Y
TAIWAN,Y
TAIWAN,Y
TAIWAN,Y
TANZANIA,Y
TANZANIA,Y
TANZANIA,Y
TANZANIA,Y
TANZANIA,Y
TANZANIA,Y
THAILAND,Y
THAILAND,Y
THAILAND,Y
THE BALKANS,Y
TONGA,Y
TONGA,Y
TONGA,Y
TONGA,Y
TONGA,Y
TONGA,Y
TRINIDAD & TOBAGO,Y
TUNISIA,Y
TURKEY,Y
TURKEY,Y
TURKEY,Y
TURKS & CAICOS,Y
TURKS & CAICOS,Y
TUVALU,Y
UNITED KINGDOM,Y
UNITED KINGDOM,Y
URUGUAY,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
USA,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VANUATU,Y
VENEZUELA,Y
VENEZUELA,Y
VENEZUELA,Y
VENEZUELA,Y
VENEZUELA,Y
VIETNAM,Y
WESTERN SAMOA,Y
YEMEN,Y
YEMEN,Y
YEMEN ,Y
YEMEN ,Y
YEMEN ,Y
YEMEN ,Y
YEMEN ,Y
AUSTRALIA,N 
ADMIRALTY ISLANDS,N
ANGOLA,N
ANTIGUA,N
ARGENTINA,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
ATLANTIC OCEAN,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AUSTRALIA,N
AZORES,N
AZORES,N
AZORES,N
AZORES,N
AZORES,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BAHAMAS,N
BARBADOS,N
BARBADOS,N
BELIZE,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BERMUDA,N
BRAZIL,N
BRAZIL,N
